gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
SMARCB1	637355	196	52	2743860	729750	0	1	0	0	50	34	56088585	7.356851e-01	1
ELP4	165949	879	-7	2985164	847483	0	2	1	0	50	52	64696716	7.357902e-01	1
UCP1	125708	752	7	2116275	639261	0	1	0	0	50	55	65493603	7.358228e-01	1
CD55	500581	191	20	3133060	845537	0	1	0	0	50	26	49730030	7.358505e-01	1
PEPD	302640	598	-23	3499881	989541	0	2	0	0	26	26	36478743	7.358718e-01	1
HMCN1	260400	509	-19	39525206	11066902	0	46	20	0	32	51	42550263	7.359023e-01	1
DPP6	32056	1019	-25	6506451	1695939	0	8	1	0	50	77	61515979	7.360788e-01	1
WDR46	1456953	262	30	4253956	1260035	0	3	0	0	50	36	57246455	7.361674e-01	1
MBOAT2	438336	469	25	3726590	975919	0	1	0	0	50	31	70099785	7.361842e-01	1
ZNF764	2214934	142	54	2738022	866943	0	2	1	0	50	55	59986423	7.363797e-01	1
RNF14	696239	321	48	3391878	849429	0	2	0	0	50	21	52514756	7.364690e-01	1
CDC6	1480458	191	23	3951353	1089760	0	3	0	0	4	2	4586722	7.365191e-01	1
CPD	491081	265	22	9627835	2704940	0	6	1	0	17	10	15132096	7.365625e-01	1
OR5K4	414958	885	-14	2186331	627585	0	1	0	0	50	39	50673840	7.365976e-01	1
KCNK7	3945819	202	45	2209683	805644	0	1	0	0	50	44	56673358	7.366887e-01	1
CD72	1202125	248	37	2549260	696668	0	1	0	0	50	39	56813470	7.367617e-01	1
MARS	1347799	194	38	6341041	1800050	0	4	1	0	50	56	76375635	7.368414e-01	1
CDK18	679311	268	34	3587451	1009974	0	3	2	0	5	2	5164684	7.369857e-01	1
ABO	1865433	416	45	2452933	728777	0	2	0	0	50	43	49105364	7.370315e-01	1
ACOT2	606300	169	39	3205062	1056678	0	1	1	0	50	29	56326970	7.371274e-01	1
CTSZ	1009250	152	30	2122113	598395	0	2	2	0	5	4	5009004	7.373081e-01	1
SLC2A12	102277	359	16	4178062	1280468	0	1	0	0	50	21	53355428	7.374468e-01	1
TMEM130	1040178	526	34	3014354	885430	0	4	2	0	19	20	15407455	7.375799e-01	1
C9orf50	886775	205	39	2883972	969108	0	1	0	0	46	26	54086151	7.377024e-01	1
AURKA	254679	672	-43	2856728	774508	0	2	0	0	50	76	73772860	7.378790e-01	1
VWC2L	52906	1018	-1	1599612	388227	0	1	0	0	50	67	61847772	7.378941e-01	1
OGFOD2	1093113	196	47	1971298	635369	0	1	0	0	50	46	63121429	7.379153e-01	1
ZNF608	39167	575	14	10378018	2964731	0	4	2	0	50	43	63358841	7.380653e-01	1
MUC1	1801444	194	32	2182439	383362	0	1	1	0	50	42	54488000	7.381272e-01	1
SHISA5	1480689	223	45	1656046	512771	0	1	0	0	50	54	61788419	7.382050e-01	1
DYNC2LI1	544941	480	35	2846025	694722	0	2	0	0	50	52	67244030	7.382330e-01	1
USF1	689033	250	23	2219413	620774	0	1	0	0	42	28	44492371	7.382385e-01	1
CPSF1	2043455	200	36	10122119	2966677	0	7	1	0	36	22	37351524	7.383761e-01	1
INTS7	469325	370	16	6797378	1857457	0	2	1	0	50	26	51426942	7.384908e-01	1
PPM1N	1107927	194	44	2839214	981757	0	1	1	0	50	28	50222368	7.385162e-01	1
ARFGEF1	307618	642	26	13265882	3378256	0	7	0	0	1	0	3630263	7.386660e-01	1
TTLL8	895187	271	36	5785458	1675506	0	3	1	0	50	46	74347903	7.387832e-01	1
PRAMEF12	141239	571	18	3269280	998298	0	1	0	0	50	25	48106093	7.388108e-01	1
HMGCR	357296	490	17	6270985	1735832	0	4	1	0	17	14	26177592	7.388638e-01	1
RNF208	1724821	399	43	1707615	586719	0	1	0	0	50	38	45470236	7.389201e-01	1
PEBP1	637549	608	17	1314523	366821	0	1	1	0	3	2	3346147	7.389832e-01	1
CCDC159	1385739	197	31	2206764	531258	0	1	1	0	50	35	60758985	7.390104e-01	1
SRGAP3	373293	469	22	7878381	2101680	0	3	1	0	20	9	27006588	7.390749e-01	1
TSPYL1	260958	593	22	2953055	882511	0	1	0	0	50	35	65625931	7.390814e-01	1
RECQL	518837	836	-23	4712239	1143275	0	2	0	0	47	25	43352988	7.393573e-01	1
SNRK	153482	399	30	5259065	1495501	0	3	1	0	50	46	64111943	7.394429e-01	1
SNAPC2	952640	320	27	2199953	786184	0	1	0	0	50	33	57210454	7.395977e-01	1
MCM3	313097	427	23	5702753	1568476	0	4	1	0	50	27	60057452	7.396344e-01	1
SHB	486918	551	16	3469718	1054732	0	2	0	0	27	22	29807855	7.396843e-01	1
FBXL16	1207790	194	33	3192413	1069327	0	2	0	0	45	33	57716414	7.396897e-01	1
PIN1	1069900	579	-26	1170519	306495	0	1	0	0	50	84	56035070	7.397781e-01	1
DOCK8	193637	462	2	15407455	4120655	0	7	3	0	41	19	52833900	7.398287e-01	1
MYH8	80361	731	-49	13915846	3498908	0	15	0	0	1	4	7036736	7.398702e-01	1
GATA6	230941	437	-1	3944542	1344686	0	2	0	0	3	0	3841404	7.398901e-01	1
HSPA14	255871	306	35	3605938	1011920	0	1	0	0	50	25	52894226	7.399723e-01	1
GRHL3	893155	198	22	4396014	1164681	0	2	2	0	50	26	44330853	7.399725e-01	1
ZNF443	1754294	593	0	4772565	1147167	0	4	1	0	50	63	67263490	7.400372e-01	1
TRAPPC10	860750	202	62	8868895	2421797	0	3	1	0	50	17	46626160	7.401032e-01	1
MTNR1A	351103	675	-26	2375093	721966	0	1	1	0	50	46	60711308	7.401927e-01	1
ADAMTS19	38096	1075	-16	8540021	2295307	0	8	1	0	29	36	36153761	7.403063e-01	1
CTRC	554165	212	29	1909999	539042	0	1	0	0	50	51	67033862	7.403848e-01	1
FNBP4	979103	158	19	7079548	2021894	0	8	0	0	0	0	2021894	7.404490e-01	1
PHAX	235652	347	15	2803213	708344	0	1	2	0	50	35	51739275	7.405051e-01	1
TMEM67	234269	416	15	7524209	1933351	0	3	0	0	1	0	3993192	7.405477e-01	1
MDC1	2115149	171	41	13973253	4492341	0	6	1	0	4	2	9742649	7.405699e-01	1
ARSG	745529	225	-8	3660426	1062516	0	4	0	0	6	9	8683052	7.405781e-01	1
SLC35A2	834040	NaN	38	3055220	929215	0	1	0	0	17	7	16113853	7.405992e-01	1
PNPLA5	157623	473	13	2975434	883484	0	1	0	0	50	35	61640523	7.406353e-01	1
DNAH7	105357	518	-3	28594524	7405503	0	18	4	0	24	21	40030193	7.406497e-01	1
ACR	669934	295	41	2854782	899052	0	2	1	0	50	51	55962095	7.406654e-01	1
MAST1	1937827	226	32	10666026	3388959	0	9	4	0	50	38	57647331	7.406926e-01	1
FBXO28	638932	174	13	2559963	723912	0	1	0	0	50	39	57988854	7.406992e-01	1
GNAI3	1022796	187	33	2567747	634396	0	1	1	0	50	33	48859195	7.409604e-01	1
OXSR1	301294	386	31	3800538	1021650	0	1	0	0	50	22	60615954	7.409606e-01	1
ABCF2	610106	290	32	4537099	1204574	0	2	2	0	25	25	31594283	7.410263e-01	1
CYP4F11	843515	575	12	3720752	1013866	0	4	0	0	50	64	59261538	7.411100e-01	1
SLC6A14	82720	NaN	4	4592560	1189979	0	2	0	0	21	33	37866241	7.412201e-01	1
P2RY1	224331	861	8	2518124	756994	0	1	0	0	50	29	51705220	7.413539e-01	1
ZNF780B	1181917	521	22	5933354	1416688	0	5	2	0	50	55	62641740	7.413881e-01	1
KBTBD2	373657	264	15	4321093	1166627	0	2	0	0	50	31	54994933	7.414692e-01	1
TCF7	694434	227	60	3078572	879592	0	1	0	0	50	20	50053066	7.415170e-01	1
OR51L1	97256	1024	-11	2096815	664559	0	1	0	0	50	48	69216301	7.415755e-01	1
NFASC	388939	440	33	9690107	2703967	0	7	4	0	50	36	54647572	7.416123e-01	1
PLAGL1	358761	422	8	3127222	947702	0	1	0	0	49	30	55993231	7.416269e-01	1
FLII	925111	223	18	8986628	2479204	0	7	0	0	4	5	8249094	7.416992e-01	1
BTD	433102	235	32	3758699	1043056	0	3	1	0	50	45	53322346	7.417425e-01	1
HOXA1	356045	385	28	2331308	628558	0	2	2	0	9	7	7890057	7.418439e-01	1
POP1	635159	368	44	7151550	1999515	0	2	0	0	6	4	11165175	7.418664e-01	1
MIER3	201203	393	41	3985408	976892	0	1	0	0	50	25	60356163	7.418845e-01	1
NAP1L2	196410	NaN	-3	3210900	826077	0	1	0	0	50	25	49043092	7.419351e-01	1
SCYL1	3988328	197	46	5656049	1632694	0	5	1	0	50	44	56673358	7.420429e-01	1
MYF5	27810	974	-1	1762103	503041	0	1	1	0	40	34	46808111	7.420551e-01	1
SEMA4D	163051	596	34	7291662	2075409	0	5	2	0	8	6	13441022	7.420957e-01	1
BTBD10	285926	458	10	3369499	892241	0	1	0	0	50	33	60650982	7.422470e-01	1
BMX	188273	NaN	36	4948678	1181222	0	2	0	0	41	27	34512310	7.422554e-01	1
CDCA8	445023	375	27	2021894	555583	0	1	0	0	50	45	52797899	7.423190e-01	1
CD163L1	931883	567	13	10209689	2750671	0	6	6	0	27	38	32064242	7.423409e-01	1
SYNPO2L	1042853	166	43	6569696	2333254	0	3	2	0	50	39	74808132	7.423847e-01	1
FTCD	742075	538	10	3722698	1192898	0	1	1	0	50	52	58044315	7.424076e-01	1
CHD8	710667	380	34	18040393	5031383	0	16	2	0	13	11	18892741	7.424176e-01	1
LRRC2	283343	528	42	2691318	659694	0	1	0	0	50	24	51569973	7.424671e-01	1
CCDC121	1192074	306	43	3037706	835807	0	1	0	0	50	48	78754620	7.424711e-01	1
FAM153B	592877	609	19	2945271	703479	0	2	0	0	35	24	39156439	7.425386e-01	1
CDC25A	1116598	151	36	3760645	1000244	0	5	2	0	2	10	7952329	7.425486e-01	1
OR10G2	658946	624	20	2041354	679154	0	1	0	0	50	41	64687959	7.426013e-01	1
ZNF70	610486	266	30	3126249	799806	0	1	2	0	35	38	40544910	7.426573e-01	1
GFRA2	333006	607	7	3253712	911701	0	2	1	0	50	46	56678223	7.428022e-01	1
FAR1	171781	639	-7	3686697	960351	0	1	0	0	21	16	37492609	7.429509e-01	1
SLC2A4RG	1126597	202	36	2595964	889322	0	1	0	0	44	25	46270042	7.430049e-01	1
EXTL1	748547	221	31	4576992	1468257	0	3	0	0	50	28	47729542	7.430221e-01	1
PILRB	1430637	204	54	1819510	223790	0	2	1	0	25	21	19370484	7.430369e-01	1
TBC1D10C	1269888	177	51	3021165	998298	0	1	1	0	31	16	31106810	7.430423e-01	1
TRIM59	435184	513	16	2830457	719047	0	1	0	0	50	40	59321864	7.431499e-01	1
MEPCE	1479297	186	60	4540991	1536367	0	3	1	0	21	18	22025801	7.431695e-01	1
ZNF80	410007	614	10	1911945	487473	0	1	1	0	50	53	58674819	7.433860e-01	1
AMZ1	767440	392	30	3363661	1064462	0	6	4	0	9	11	7290689	7.434621e-01	1
MVD	802673	189	41	2759428	863051	0	1	0	0	50	35	56713251	7.434919e-01	1
DGCR2	474521	277	16	3842377	1087814	0	1	1	0	50	23	54663140	7.438620e-01	1
POLR1E	523221	234	35	3020192	792022	0	1	0	0	50	29	51820034	7.438951e-01	1
MRPL4	1729517	200	31	2271955	702506	0	1	1	0	38	32	45457587	7.439757e-01	1
TNIP2	628294	228	46	2963758	877646	0	4	0	0	14	17	17276588	7.439852e-01	1
ETAA1	36002	401	-3	6509370	1666749	0	3	1	0	37	32	42420854	7.440046e-01	1
SYTL3	606618	188	51	3847242	1059597	0	2	1	0	50	31	53497486	7.440563e-01	1
PLXNA4	314659	746	9	13907089	3960110	0	12	1	0	1	1	5334959	7.442046e-01	1
ZNF574	886688	438	31	5898326	1968379	0	4	2	0	50	33	61841934	7.442324e-01	1
HEPH	282730	NaN	4	8566292	2289469	0	5	0	0	11	5	12075903	7.442658e-01	1
HPS1	127652	581	10	4983706	1464365	0	3	3	0	16	18	17766007	7.442999e-01	1
ENPP6	256949	424	-5	3095113	848456	0	2	0	0	13	7	11057172	7.443267e-01	1
NEK6	483948	406	41	2709805	684992	0	2	1	0	50	44	70535689	7.443855e-01	1
PRPF38B	743461	225	9	3855026	993433	0	2	0	0	50	39	65921723	7.444181e-01	1
DSC3	204823	521	-25	6372177	1754319	0	5	2	0	50	79	82423803	7.444197e-01	1
ZAR1L	NaN	NaN	NaN	2230116	630504	0	1	0	0	50	88	108987676	7.444223e-01	1
RHD	642678	270	36	2902459	868889	0	1	0	0	50	33	56334754	7.444506e-01	1
KIF17	632832	208	35	7090251	2092923	0	3	2	0	50	32	60719092	7.445104e-01	1
CHIA	398726	559	15	3408419	902944	0	1	0	0	50	31	57604519	7.446697e-01	1
XRCC5	597243	384	33	5335932	1316469	0	1	0	0	20	6	23072749	7.447293e-01	1
ISX	234416	597	-76	1679398	509852	0	1	0	0	50	67	75699400	7.448743e-01	1
ZNF804B	3101	1030	-20	9410856	2440284	0	8	1	0	28	34	35223573	7.448908e-01	1
NMRAL1	751633	160	39	2080274	611044	0	2	2	0	9	7	7074683	7.449095e-01	1
PTPN4	346126	446	25	6719538	1701777	0	3	0	0	50	33	72486554	7.449545e-01	1
TGM4	466410	380	31	4866946	1289225	0	2	3	0	32	17	32964267	7.449755e-01	1
SASH1	77939	454	-8	8649970	2500610	0	6	3	0	50	42	54309941	7.450480e-01	1
PABPC5	8224	NaN	-28	2604721	749210	0	2	1	0	50	78	68897157	7.451538e-01	1
KIAA2013	519155	207	43	4138169	1445878	0	2	1	0	50	31	51125312	7.453769e-01	1
FOSL2	465927	197	30	2190223	708344	0	1	0	0	13	4	7711998	7.454403e-01	1
PIM1	705207	236	50	2189250	618828	0	1	0	0	50	47	56802767	7.455612e-01	1
SLC17A9	961230	336	40	3054247	912674	0	1	1	0	50	35	62943370	7.456505e-01	1
TNRC6C	620383	217	26	11856005	3503773	0	4	1	0	28	21	46506481	7.457077e-01	1
MICALL2	706729	345	23	6179523	1932378	0	3	1	0	50	37	74441311	7.461197e-01	1
SLC1A7	509533	391	21	3824863	1204574	0	6	2	0	3	3	3917298	7.463416e-01	1
SARS2	1794625	282	21	3807349	1149113	0	2	1	0	37	25	38691345	7.463670e-01	1
LRCH3	520915	322	36	5012896	1446851	0	1	0	0	50	37	56314321	7.464857e-01	1
C4orf33	98087	645	-2	1464365	345415	0	1	1	0	1	2	2261252	7.465076e-01	1
MCM6	469154	395	29	5821459	1569449	0	2	1	0	50	32	61718363	7.465765e-01	1
DIDO1	961230	336	40	15398698	4756997	0	10	5	0	50	35	62943370	7.467092e-01	1
ZCCHC2	164923	286	44	7995141	2481150	0	4	1	0	31	12	33307736	7.467095e-01	1
CTNS	504736	354	20	2884945	804671	0	1	1	0	50	32	63942641	7.468150e-01	1
ADAP1	737267	310	41	2691318	709317	0	1	1	0	50	38	58896663	7.468174e-01	1
KIF5A	1347795	303	44	7438585	1934324	0	8	5	0	9	23	21202643	7.468997e-01	1
TDRD12	NaN	NaN	NaN	2916081	691803	0	1	1	0	30	26	43492127	7.469117e-01	1
CIAPIN1	749108	159	39	2205791	628558	0	1	0	0	50	41	50217503	7.469275e-01	1
GJD4	153189	598	-2	2414013	846510	0	1	0	0	44	38	53079096	7.469913e-01	1
FAM184B	NaN	NaN	NaN	7491127	1998542	0	4	1	0	50	89	110355714	7.469945e-01	1
CLEC14A	13985	544	-50	3205062	1094625	0	3	0	0	18	17	19351024	7.470770e-01	1
IVL	59999	804	12	4099249	1044029	0	2	2	0	50	36	58923907	7.471918e-01	1
IQUB	89539	779	-21	5661887	1413769	0	3	2	0	50	54	54009284	7.472297e-01	1
HOXC10	1257445	274	23	2354660	666505	0	1	0	0	50	38	61240620	7.472644e-01	1
TMPRSS4	579148	447	50	3148628	827050	0	1	1	0	50	38	70831481	7.472953e-01	1
DENND2D	400425	627	41	3361715	900025	0	1	1	0	41	24	48329883	7.474130e-01	1
C16orf46	259514	284	8	2771104	795914	0	1	0	0	50	33	50886927	7.474370e-01	1
DLL1	374629	631	-23	5038194	1418634	0	4	2	0	50	41	54089070	7.474647e-01	1
SLC6A1	154960	444	36	4225739	1180249	0	4	2	0	24	20	26459762	7.474986e-01	1
APOL6	936853	205	-13	2344930	690830	0	1	0	0	50	46	48907845	7.475022e-01	1
ASGR1	1682013	348	15	2108491	541961	0	2	0	0	18	22	17881794	7.475779e-01	1
SYNJ2	478315	208	44	10390667	3022138	0	6	2	0	50	34	45757271	7.475817e-01	1
OR4A16	1067	1102	-42	2227197	648018	0	6	2	0	3	6	2998786	7.476743e-01	1
CRB1	212549	428	-23	9870112	2579423	0	4	4	0	25	21	37039191	7.477568e-01	1
BCR	384444	575	43	8885436	2510340	0	3	0	0	28	7	29321355	7.478516e-01	1
RGR	216056	869	-4	2050111	617855	0	1	1	0	50	34	53551001	7.478757e-01	1
NOP2	2764720	179	42	5619075	1640478	0	2	1	0	50	34	70887915	7.479694e-01	1
OR2G2	204354	957	-25	2115302	666505	0	1	0	0	50	65	70567798	7.480566e-01	1
PPIE	975799	388	39	2469474	598395	0	1	1	0	50	33	49201691	7.481283e-01	1
LYL1	1948449	221	41	1838970	656775	0	1	2	0	28	24	29672608	7.483408e-01	1
IGFBPL1	234360	688	16	1848700	647045	0	1	0	0	44	30	42874272	7.483444e-01	1
UBR5	504282	414	39	19766495	5436151	0	12	5	0	32	29	48592593	7.484184e-01	1
USP35	549791	208	26	6878137	2162006	0	5	2	0	5	3	7886165	7.485215e-01	1
PCDHB5	915569	724	-11	5244470	1726102	0	7	4	0	50	120	65697933	7.485823e-01	1
ST8SIA6	514060	523	-4	2793483	782292	0	2	2	0	15	14	14697165	7.488219e-01	1
BCAR1	568174	171	16	6657266	2178547	0	4	1	0	32	12	35172004	7.488799e-01	1
PREB	1214097	238	50	2856728	897106	0	2	1	0	50	47	62160105	7.489152e-01	1
TULP2	1846623	211	38	3680859	1024569	0	3	0	0	1	0	2430554	7.491715e-01	1
HMGCS2	420500	581	22	3537828	1030407	0	2	1	0	50	53	62127023	7.492217e-01	1
ITGA8	110825	853	-3	7631239	2030651	0	4	1	0	17	11	24319162	7.493122e-01	1
TCP11	625705	198	29	3739239	1045002	0	3	0	0	2	0	2467528	7.494907e-01	1
TRIM10	1932849	486	48	3536855	1010947	0	4	3	0	50	51	55425972	7.495335e-01	1
FANCI	642890	400	25	9592807	2483096	0	4	1	0	50	27	67381223	7.495759e-01	1
BHLHE40	274112	183	33	2830457	832888	0	2	1	0	50	30	47749002	7.496176e-01	1
CAPN10	837485	485	35	4932137	1536367	0	3	0	0	2	0	3252739	7.497921e-01	1
TMEM158	NaN	NaN	NaN	1884701	751156	0	1	0	0	50	88	109108328	7.498790e-01	1
MLH1	392784	473	21	5405015	1434202	0	3	0	0	9	4	11293611	7.501172e-01	1
GDPD1	896167	379	4	2587207	655802	0	1	0	0	40	16	30244732	7.501233e-01	1
OVOL1	3834148	287	55	1863295	518609	0	1	1	0	23	17	19319888	7.501658e-01	1
ZNF257	75568	1305	-69	4008760	965216	0	4	1	0	50	62	44655835	7.501873e-01	1
TYK2	1802015	191	21	8237418	2434446	0	4	4	0	12	10	17195829	7.503923e-01	1
PLCD4	986502	179	45	5433232	1423499	0	2	0	0	50	29	62485087	7.504365e-01	1
FZD1	64493	946	-2	4300660	1373876	0	2	1	0	50	36	59076668	7.504370e-01	1
ARFGEF2	808420	174	49	12767706	3315984	0	6	2	0	38	20	38552206	7.505988e-01	1
SETD1B	NaN	NaN	NaN	12905872	4135250	0	6	2	0	50	90	112492422	7.506536e-01	1
ZNF391	143920	645	19	2528827	629531	0	1	0	0	50	31	53794251	7.506594e-01	1
NUAK2	664542	178	30	4269524	1308685	0	3	0	0	3	1	3412311	7.508521e-01	1
COIL	333715	254	-10	3989300	1139383	0	2	0	0	24	15	27443465	7.508884e-01	1
LNPEP	393651	469	46	7262472	1920702	0	3	1	0	50	42	65358356	7.509222e-01	1
FZD5	335586	341	26	3858918	1272684	0	3	1	0	50	29	60309459	7.509990e-01	1
NAGA	1321127	363	65	2916081	785211	0	1	1	0	50	26	42988113	7.510854e-01	1
TAF12	816470	183	25	1167600	309414	0	1	1	0	9	5	5397231	7.512625e-01	1
MYH1	76487	723	-50	13938225	3494043	0	12	4	0	50	69	74182493	7.513020e-01	1
GPR75	NaN	NaN	NaN	3639020	1098517	0	3	0	0	50	88	109455689	7.513442e-01	1
EIF4B	1726226	177	38	4326931	1195817	0	3	0	0	50	36	60216051	7.513528e-01	1
NR2F1	263987	505	-1	2869377	866943	0	1	0	0	50	33	52593569	7.514244e-01	1
OTUD3	437659	348	22	2846998	728777	0	1	0	0	50	23	51114609	7.515208e-01	1
SLC39A5	2878071	171	46	3556315	1303820	0	2	2	0	50	36	66825640	7.515240e-01	1
DDX53	86947	NaN	6	4345418	1194844	0	3	2	0	21	20	24533222	7.515860e-01	1
LGR5	250555	516	-34	6331311	1824375	0	5	3	0	50	43	59035802	7.515918e-01	1
ARMC8	199119	358	18	4917542	1305766	0	1	1	0	50	17	49642460	7.516158e-01	1
OXSM	217009	717	-3	3102897	954513	0	1	1	0	50	34	58685522	7.516184e-01	1
ITFG2	495532	443	28	3157385	894187	0	1	0	0	50	32	59462949	7.516410e-01	1
FRY	221552	488	40	21280483	5813675	0	13	4	0	50	33	56636384	7.516457e-01	1
NR2C2	483299	400	43	4354175	1203601	0	2	1	0	50	33	52314318	7.517497e-01	1
FABP4	191177	595	1	965216	240331	0	1	1	0	4	5	2270982	7.518833e-01	1
ADD1	669373	264	45	5471179	1537340	0	3	0	0	50	31	57306781	7.518946e-01	1
DENND4B	2028800	222	34	10077361	3347120	0	5	3	0	41	25	44724918	7.520063e-01	1
OR5AC2	200002	811	-15	2090977	617855	0	1	1	0	50	49	57637601	7.520090e-01	1
COX11	131464	869	-43	2095842	575043	0	1	1	0	19	10	13827303	7.521124e-01	1
ATF4	721040	467	72	2435419	676235	0	1	2	0	6	5	5717348	7.522198e-01	1
PLA2G2F	567393	501	23	1514961	394065	0	1	1	0	8	7	7734377	7.523204e-01	1
ZNF474	69953	707	2	2481150	715155	0	1	0	0	50	30	50966713	7.523398e-01	1
GRIA4	86500	920	-22	6992951	1880809	0	5	4	0	48	47	53646355	7.524461e-01	1
FIGNL1	177267	585	25	4609101	1313550	0	1	2	0	50	32	56398972	7.524516e-01	1
ALG13	124127	NaN	20	8564346	2125032	0	3	0	0	17	17	26145483	7.526213e-01	1
ACSM4	1157790	439	27	4111898	1116031	0	3	1	0	50	45	56418432	7.526531e-01	1
KAT2A	2171374	206	37	5852595	1690101	0	5	0	0	3	2	4487476	7.527179e-01	1
COPB2	246935	671	15	6511316	1676479	0	3	1	0	50	46	65416736	7.527676e-01	1
ISG20L2	1851672	180	37	2421797	701533	0	2	0	0	50	45	64161566	7.528049e-01	1
HIRIP3	NaN	NaN	NaN	3889081	1058624	0	1	0	0	50	88	109415796	7.528280e-01	1
CYP26B1	72898	411	-5	3463880	1086841	0	2	1	0	50	33	56037016	7.532792e-01	1
CSTF1	254679	672	-43	3010462	830942	0	3	1	0	50	76	73772860	7.532840e-01	1
MORF4L1	482778	413	50	2656290	662613	0	1	0	0	50	39	58812012	7.533021e-01	1
MRC2	200276	280	-18	10483102	2815862	0	10	3	0	32	30	40956489	7.536198e-01	1
UGT2A1	19584	1065	-8	3702265	985649	0	3	1	0	32	33	34786696	7.536977e-01	1
KRT32	1445853	325	-22	3111654	896133	0	2	1	0	50	47	52199504	7.537175e-01	1
DMRT3	83374	703	9	3146682	1012893	0	1	1	0	50	49	85336965	7.537723e-01	1
GALNT6	504747	239	33	4345418	1218196	0	1	3	0	36	23	32846534	7.537882e-01	1
CDC14B	351543	349	27	3724644	945756	0	2	1	0	7	5	8956465	7.539226e-01	1
OSMR	193286	381	-10	7076629	1808807	0	4	0	0	10	6	14563864	7.539353e-01	1
ATP4A	1081638	390	41	7211876	2111410	0	5	3	0	50	44	49702786	7.540081e-01	1
CCDC54	101063	575	-12	2285577	601314	0	2	1	0	5	4	5710537	7.540298e-01	1
LPAR6	NaN	NaN	NaN	2377039	644126	0	1	0	0	50	88	109001298	7.541261e-01	1
JAG1	165910	431	-28	8811488	2155195	0	4	1	0	50	42	62193187	7.542043e-01	1
GPR174	14321	NaN	62	2285577	645099	0	1	1	0	32	33	41941165	7.542747e-01	1
ZNF212	667346	385	37	3403554	992460	0	2	2	0	9	14	12650946	7.543177e-01	1
CYP2A13	1004808	354	10	3466799	967162	0	2	1	0	50	24	36587719	7.543979e-01	1
DCAF10	477149	524	35	3782051	1197763	0	2	1	0	50	46	56751198	7.544179e-01	1
PDE1A	359828	401	-5	4070059	1020677	0	2	1	0	50	28	58483138	7.544614e-01	1
STOM	580458	388	39	2018002	588665	0	1	0	0	50	46	61657064	7.544764e-01	1
ELFN2	969938	179	53	5444908	1744589	0	3	2	0	50	39	53766034	7.546748e-01	1
HOXB3	946208	524	29	2872296	922404	0	6	5	0	13	17	8591590	7.547612e-01	1
QPCT	495490	182	32	2529800	710290	0	2	0	0	22	20	24668469	7.548040e-01	1
CEP290	150984	429	-18	18180505	4155683	0	7	0	0	8	3	12785220	7.548109e-01	1
C22orf42	426151	580	-16	1844808	467040	0	1	0	0	50	33	45917816	7.549015e-01	1
MAB21L1	NaN	NaN	NaN	2438338	714182	0	2	1	0	30	26	43514506	7.550553e-01	1
KBTBD13	688371	189	44	2965704	1053759	0	2	1	0	50	47	64200486	7.550704e-01	1
KIF26B	609429	825	-5	14211638	4420339	0	14	6	0	48	36	45860409	7.551495e-01	1
CDK2	2080397	229	31	2069571	618828	0	1	1	0	50	48	55461000	7.552653e-01	1
SERPINB6	446135	201	44	2685480	685965	0	1	0	0	50	34	50044309	7.554802e-01	1
SLC37A4	1424132	180	57	3123330	942837	0	3	0	0	17	15	15944551	7.557271e-01	1
NRG3	5107	1174	-53	5305769	1603504	0	8	3	0	18	29	21740712	7.557954e-01	1
SAMD8	215938	188	39	3009489	796887	0	1	0	0	50	32	50271018	7.558339e-01	1
NUDT7	79181	1194	-24	1659938	473851	0	1	0	0	24	36	32644150	7.558503e-01	1
RFX1	971756	231	32	6723430	2091950	0	5	1	0	15	19	18352726	7.559724e-01	1
KLF12	32882	755	41	2781807	828996	0	1	1	0	50	34	50567783	7.560714e-01	1
CCDC120	833689	NaN	41	4395041	1565557	0	3	0	0	50	43	59350081	7.562898e-01	1
VCAN	253331	529	0	23192428	6718565	0	22	8	0	20	18	22883987	7.565304e-01	1
PPT2	2119974	392	28	2184385	617855	0	1	1	0	50	56	64977913	7.565392e-01	1
LXN	196969	940	-12	1621991	389200	0	1	0	0	50	47	56235508	7.565766e-01	1
DSEL	18159	527	-33	8462181	2247630	0	5	1	0	50	43	54827577	7.566266e-01	1
BNC1	206688	679	11	6895651	1870106	0	4	1	0	50	35	54443242	7.566426e-01	1
RGS12	570419	412	48	10086118	2996840	0	6	2	0	33	29	46694270	7.567057e-01	1
ALDH7A1	235232	191	19	3862810	1064462	0	1	0	0	50	25	52429132	7.567140e-01	1
HSPBAP1	424676	412	39	3467772	896133	0	1	1	0	50	32	63073752	7.567698e-01	1
MCHR2	258745	719	-16	2386769	657748	0	3	3	0	4	5	3720752	7.567711e-01	1
C1QBP	1145030	544	24	1969352	573097	0	1	0	0	50	56	60161563	7.568368e-01	1
TRIM29	325456	214	31	4125520	1125761	0	3	2	0	10	7	13424481	7.568424e-01	1
XRCC2	256955	444	6	1966433	523474	0	2	2	0	5	4	2440284	7.568828e-01	1
AGT	422372	568	6	3262469	1040137	0	2	2	0	39	43	48484590	7.568833e-01	1
UQCRC2	646330	424	43	3215765	911701	0	1	1	0	50	42	76248172	7.569385e-01	1
SFPQ	822666	380	36	4850405	1460473	0	1	1	0	28	17	27421086	7.569762e-01	1
